orias,siren,nom
934480559,934480559,
938601887,938601887,
933948481,933948481,
933472839,933472839,
932836232,932836232,
982218869,982218869,
934744616,934744616,
888697786,888697786,
983832668,983832668,
930086988,930086988,
812021236,812021236,
953677515,953677515,
934118225,934118225,
932847908,932847908,
934959313,934959313,
935217695,935217695,
937538189,937538189,
935282210,935282210,
931777676,931777676,
934093824,934093824,
935011114,935011114,
938722113,938722113,
937810190,937810190,
523565281,523565281,
984845024,984845024,
932643703,932643703,
934647074,934647074,
934451733,934451733,
933169286,933169286,
934855842,934855842,
937597557,937597557,
937900041,937900041,
935135814,935135814,
931874176,931874176,
928042829,928042829,
937857076,937857076,
985037548,985037548,
924914633,924914633,
912597168,912597168,
519387906,519387906,
934280884,934280884,
939157756,939157756,
932431877,932431877,
934606583,934606583,
937529634,937529634,
934000142,934000142,
927555797,927555797,
821143088,821143088,
933057150,933057150,
934861048,934861048,
934376682,934376682,
937919579,937919579,
932316029,932316029,
933922858,933922858,
985063635,985063635,
928838697,928838697,
937982270,937982270,
938810371,938810371,
938786514,938786514,
930767769,930767769,
937535326,937535326,
933777740,933777740,
393066949,393066949,
934788605,934788605,
930851704,930851704,
934276932,934276932,
937867182,937867182,
938150315,938150315,
937753325,937753325,
935093484,935093484,
939123576,939123576,
939101648,939101648,
938552437,938552437,
939138632,939138632,
938383544,938383544,
939199832,939199832,
930145859,930145859,
933488579,933488579,
934281130,934281130,
938124849,938124849,
934794207,934794207,
952348555,952348555,
939051397,939051397,
938551140,938551140,
939603486,939603486,
938439346,938439346,
935281709,935281709,
932676976,932676976,
919781880,919781880,
933987323,933987323,
939257846,939257846,
983107731,983107731,
937578151,937578151,
937959880,937959880,
938702420,938702420,
821436656,821436656,
939562542,939562542,
940484421,940484421,
928761592,928761592,
925198681,925198681,
930873872,930873872,
933661811,933661811,
938331287,938331287,
938086758,938086758,
938016003,938016003,
937874857,937874857,
938409067,938409067,
911699411,911699411,
934500497,934500497,
938195625,938195625,
939611547,939611547,
941545600,941545600,
842762528,842762528,
939414249,939414249,
932379639,932379639,
934552449,934552449,
934625609,934625609,
938493426,938493426,
938033875,938033875,
985272145,985272145,
934788555,934788555,
938943917,938943917,
935338525,935338525,
937625259,937625259,
893679431,893679431,
938647278,938647278,
941565806,941565806,
934744939,934744939,
940444219,940444219,
530489657,530489657,
939536215,939536215,
937565950,937565950,
941310013,941310013,
931867865,931867865,
933676041,933676041,
934113655,934113655,
935049965,935049965,
980461057,980461057,
938985223,938985223,
827986266,827986266,
935044628,935044628,
939849873,939849873,
939823373,939823373,
880623889,880623889,
934044322,934044322,
931398168,931398168,
939219945,939219945,
939328753,939328753,
844656181,844656181,
932568082,932568082,
934253188,934253188,
931279590,931279590,
939250205,939250205,
939263166,939263166,
482570611,482570611,
930726484,930726484,
937721702,937721702,
919281246,919281246,
939338950,939338950,
980448583,980448583,
925317901,925317901,
928623404,928623404,
937982882,937982882,
939460895,939460895,
501597421,501597421,
931695761,931695761,
930844915,930844915,
938122835,938122835,
935128116,935128116,
932473978,932473978,
940047301,940047301,
940486087,940486087,
939558441,939558441,
939032223,939032223,
918719386,918719386,
939102091,939102091,
938124989,938124989,
408506038,408506038,
808767495,808767495,
939732293,939732293,
940827835,940827835,
942468570,942468570,
